Activity_ID,Student_ID,Activity_Type,Activity_Category,Frequency_of_Participation,Duration_per_Session (Hours),Impact_on_Performance,Teacher_Supervisor,Parental_Support
378834,68121,Social Events Planning,Extracurricular,Daily,1.15,Negative,Rick Cruz,No
968726,26880,Music Band,Cultural,Monthly,1.75,Negative,Jonathan Bishop,Yes
371258,26880,Athletics,Sports,Weekly,1.03,Positive,Daniel Grimes,Yes
600012,22055,Basketball,Sports,Weekly,2.61,Negative,Daniel Smith,No
333546,22055,Basketball,Sports,Bi-weekly,1.71,Neutral,Denise Garcia,No
800045,22055,Athletics,Sports,Monthly,2.54,Neutral,Stanley Young,No
783859,22055,Music Band,Cultural,Weekly,1.51,Negative,David Brewer,Yes
148986,22055,Cultural Day Rehearsals,Cultural,Monthly,2.45,Neutral,Dr. Madeline Aguirre,Yes
942798,53456,Debate Club,Academic,Weekly,1.85,Positive,Dwayne Walton,No
213886,53456,Athletics,Sports,Weekly,2.1,Negative,Kevin Anderson,Yes
611812,15596,Scrabble,Sports,Bi-weekly,1.54,Positive,Kathryn Nichols,No
869428,15596,Chemistry Lab Work,Academic,Weekly,1.94,Neutral,Anne Hughes,Yes
536316,15596,Science Practical Sessions,Academic,Monthly,2.37,Neutral,Marisa Hayes,No
617568,15596,Chemistry Lab Work,Academic,Daily,2.03,Positive,Dean Vaughn,No
771343,70423,Jets Club,Academic,Daily,2.04,Negative,Chloe Schaefer,Yes
838057,70423,Social Events Planning,Extracurricular,Weekly,2.27,Positive,David Brooks,No
351024,70423,Quiz Competition,Extracurricular,Daily,2.73,Positive,Heather Baker,Yes
876448,70423,Cultural Day Rehearsals,Cultural,Monthly,2.21,Negative,Christian Nichols,No
843440,70423,Cultural Day Rehearsals,Cultural,Monthly,1.73,Neutral,Phillip Sullivan,No
137306,16637,Mathematics Competitions,Academic,Daily,2.35,Negative,John Casey,Yes
913828,32018,Drama Club,Extracurricular,Bi-weekly,1.4,Neutral,Laura Sloan,No
195660,32018,Music Band,Cultural,Bi-weekly,2.08,Negative,Jamie Obrien,No
491666,32018,Traditional Dance,Cultural,Daily,1.43,Negative,Jackie Evans,Yes
670497,32018,Mathematics Competitions,Academic,Daily,1.82,Positive,Jacqueline Bryan,No
411707,32018,Jets Club,Academic,Daily,2.52,Negative,Eric Hicks,No
734847,85220,Chemistry Lab Work,Academic,Weekly,1.09,Negative,Frances Smith,No
362165,66774,Music Band,Cultural,Bi-weekly,2.05,Negative,Jacob Santiago,Yes
726556,61773,Drama Club,Extracurricular,Weekly,2.36,Negative,Susan Garner,No
693562,75028,Press Club,Extracurricular,Daily,1.14,Positive,Tina Ward,Yes
549231,75028,Press Club,Extracurricular,Bi-weekly,2.51,Positive,Pamela Martin,Yes
405901,75028,Music Band,Cultural,Monthly,2.43,Negative,William Fischer,No
443782,75028,Social Events Planning,Extracurricular,Monthly,2.34,Neutral,Logan Khan,No
126587,13864,Press Club,Extracurricular,Daily,3,Neutral,Heather Webb,No
273011,13864,Volleyball,Sports,Daily,2.51,Negative,Rita Jackson,Yes
203015,13864,Chess,Sports,Daily,2.02,Positive,Brian Taylor,Yes
294464,13864,Press Club,Extracurricular,Monthly,1,Neutral,Eric Scott,Yes
296534,13864,Mathematics Competitions,Academic,Daily,2.12,Negative,Thomas Phillips,Yes
188740,60165,Football,Sports,Weekly,1.71,Neutral,Kimberly Ward,No
577691,60165,Basketball,Sports,Daily,2.42,Negative,Karen Roberts,No
801948,60165,Athletics,Sports,Daily,2.85,Neutral,Toni Hernandez,No
141393,60165,Volleyball,Sports,Bi-weekly,2.14,Negative,Joyce Stewart,No
204393,99550,Chess,Sports,Daily,2.14,Neutral,Jeanette Jones,No
566236,99550,Basketball,Sports,Weekly,2.66,Positive,Kenneth Palmer,Yes
987445,99550,Chess,Sports,Daily,2.61,Negative,Christine Camacho,No
815897,65923,Athletics,Sports,Weekly,1.16,Neutral,Timothy Flores,Yes
434270,65923,Traditional Dance,Cultural,Weekly,2.84,Neutral,Rhonda Morris,Yes
748411,32650,Chess,Sports,Bi-weekly,1.07,Negative,Barbara Nelson,Yes
405673,32650,Traditional Dance,Cultural,Weekly,2.93,Neutral,Timothy Roberts,No
674203,32650,Chess,Sports,Bi-weekly,1.47,Negative,Steve Young DVM,No
637566,32650,Cultural Day Rehearsals,Cultural,Weekly,2.7,Positive,Peter Cross,No
546889,56392,Mathematics Competitions,Academic,Daily,2.46,Neutral,Marie Hebert,No
412906,56392,Debate Club,Academic,Monthly,1.28,Negative,Christian Francis,Yes
823881,56392,Traditional Dance,Cultural,Daily,1.13,Positive,Sean James,Yes
301436,56392,Cultural Day Rehearsals,Cultural,Weekly,1.47,Positive,Jonathan Lyons,No
701855,38143,Science Practical Sessions,Academic,Weekly,1.88,Negative,Ashlee Huber,No
117542,38143,Jets Club,Academic,Weekly,2.36,Negative,April Patterson,No
700636,38143,Cultural Day Rehearsals,Cultural,Daily,1.22,Positive,Dwayne Nelson,No
107075,34530,Mathematics Competitions,Academic,Daily,1.63,Negative,Stephanie Guerrero,No
289678,34530,Chemistry Lab Work,Academic,Bi-weekly,2.07,Negative,Lindsey Cooper,No
606088,34530,Press Club,Extracurricular,Bi-weekly,2.54,Neutral,Sean King,No
530871,46042,Drama Club,Extracurricular,Daily,1.6,Negative,Stacie Franklin,No
471299,46042,Debate Club,Academic,Weekly,1.46,Negative,Jennifer Young,No
428038,46042,Debate Club,Academic,Weekly,1.49,Negative,Brent Fox,No
389878,46042,Quiz Competition,Extracurricular,Daily,2.83,Neutral,Alvin Ellis,Yes
480409,46681,Jets Club,Academic,Daily,2.75,Negative,John Brown,Yes
389334,68459,Press Club,Extracurricular,Daily,1.05,Positive,Thomas Morgan,Yes
351961,68459,Press Club,Extracurricular,Daily,1.24,Neutral,Jessica Sanchez,No
670355,29481,Social Events Planning,Extracurricular,Weekly,1.82,Positive,Andrew Walter,Yes
229208,29481,Press Club,Extracurricular,Monthly,2.78,Positive,Gregory Goodwin,No
644790,29481,Music Band,Cultural,Daily,1.48,Negative,Mark Hahn,Yes
762059,14541,Chemistry Lab Work,Academic,Monthly,1.23,Positive,Alexander Ward,No
421255,14541,Social Events Planning,Extracurricular,Weekly,1.9,Positive,Christy Oliver,No
530765,14541,Debate Club,Academic,Weekly,2.81,Positive,Susan Gonzalez,No
732738,91156,Cultural Day Rehearsals,Cultural,Bi-weekly,2.25,Positive,James Brown,No
878500,91156,Drama Club,Extracurricular,Weekly,1.38,Negative,Jerry Lee,Yes
856523,91156,Press Club,Extracurricular,Weekly,2.89,Negative,Debbie Rogers,No
410142,90868,Quiz Competition,Extracurricular,Weekly,2.95,Negative,Zachary Trujillo,No
302316,90868,Football,Sports,Monthly,1.46,Neutral,William Zhang,No
321891,90868,Press Club,Extracurricular,Bi-weekly,1.24,Neutral,Christopher Jones,Yes
149131,90868,Drama Club,Extracurricular,Monthly,1.41,Negative,Autumn Brandt,Yes
142668,42215,Chess,Sports,Daily,2.45,Neutral,John Lee,Yes
862055,94840,Athletics,Sports,Monthly,1.46,Negative,Suzanne Johnson,No
135245,94840,Cultural Day Rehearsals,Cultural,Weekly,1.96,Negative,Natalie Patton,No
686185,94840,Social Events Planning,Extracurricular,Monthly,2.65,Positive,Samantha Davis,Yes
699120,75390,Cultural Day Rehearsals,Cultural,Bi-weekly,1.41,Negative,Kristen Bradshaw,No
111385,75390,Quiz Competition,Extracurricular,Daily,1.62,Positive,Jennifer Cruz,No
550749,64000,Athletics,Sports,Bi-weekly,2.03,Neutral,Katie Galvan,No
962807,82179,Music Band,Cultural,Daily,1.3,Neutral,Brandon Flores,Yes
726428,72787,Mathematics Competitions,Academic,Bi-weekly,1.18,Positive,Courtney Patel,Yes
796079,72787,Cultural Day Rehearsals,Cultural,Daily,2.72,Positive,Charles Carter,No
882375,72787,Drama Club,Extracurricular,Bi-weekly,2.32,Positive,Ryan Adams,Yes
477418,17992,Debate Club,Academic,Monthly,1.43,Negative,Zachary Hall,Yes
494896,17992,Jets Club,Academic,Daily,1.68,Neutral,Kellie Boyd,No
601695,17992,Chess,Sports,Weekly,2.13,Negative,Kaylee Campbell,No
721324,17992,Traditional Dance,Cultural,Weekly,1.19,Negative,Daniel Freeman,No
485372,17992,Football,Sports,Bi-weekly,2.83,Negative,Alexandria Fuentes,No
452586,21497,Press Club,Extracurricular,Bi-weekly,2.99,Negative,Mary Wood,Yes
394986,21497,Chess,Sports,Bi-weekly,2.58,Negative,Brittany Smith,Yes
314403,21497,Chemistry Lab Work,Academic,Bi-weekly,2.26,Negative,Danny Martin,No
217075,21497,Scrabble,Sports,Bi-weekly,1.37,Negative,Lisa Gray,No
661959,46670,Debate Club,Academic,Monthly,2.17,Positive,Shannon Brown,Yes
215859,46670,Music Band,Cultural,Bi-weekly,1.57,Negative,Jordan Morris MD,Yes
471111,60202,Drama Club,Extracurricular,Monthly,2.97,Positive,Brandon Stephens,Yes
965542,60202,Traditional Dance,Cultural,Bi-weekly,2.71,Positive,Stephanie Charles,Yes
495209,60202,Basketball,Sports,Bi-weekly,2.13,Neutral,Anna Moore,Yes
929776,64949,Scrabble,Sports,Daily,1.86,Neutral,Edward Perez,Yes
618495,64949,Chemistry Lab Work,Academic,Monthly,1.62,Negative,Michael Wilcox,No
760000,94233,Scrabble,Sports,Weekly,1.33,Neutral,Ann Smith,Yes
142225,94233,Traditional Dance,Cultural,Daily,2.14,Neutral,Stephen Newman,Yes
512120,94233,Debate Club,Academic,Daily,2.5,Neutral,Lisa Harris,Yes
437240,94233,Music Band,Cultural,Monthly,1.08,Positive,Karen Kirk,Yes
651627,78919,Music Band,Cultural,Daily,1.48,Negative,Terry Adams,Yes
489945,78919,Drama Club,Extracurricular,Weekly,2.52,Positive,Gerald Lewis,No
564675,42656,Science Practical Sessions,Academic,Monthly,1.66,Positive,Kevin Jones MD,No
342111,42656,Cultural Day Rehearsals,Cultural,Monthly,1.55,Neutral,William Ortiz,No
503598,92674,Quiz Competition,Extracurricular,Weekly,2.99,Neutral,Daniel Gonzalez,Yes
369845,92674,Volleyball,Sports,Monthly,1.9,Positive,Eric Tran,No
177787,92674,Jets Club,Academic,Daily,2.54,Positive,Allison Guerra,Yes
889507,81258,Cultural Day Rehearsals,Cultural,Daily,1.33,Positive,Alexander King,Yes
123261,81258,Cultural Day Rehearsals,Cultural,Bi-weekly,2.71,Positive,Andrea Anderson,Yes
584638,81258,Cultural Day Rehearsals,Cultural,Weekly,2.54,Positive,Alfred Ali,Yes
239303,81258,Social Events Planning,Extracurricular,Monthly,1.62,Neutral,Kevin Bray,No
593730,81258,Athletics,Sports,Bi-weekly,2.31,Positive,Elizabeth Rodriguez,Yes
235613,12559,Cultural Day Rehearsals,Cultural,Bi-weekly,2.29,Positive,Emily Mitchell,Yes
198005,12559,Jets Club,Academic,Daily,1.06,Positive,Dr. Zachary Tucker,Yes
906753,12559,Football,Sports,Monthly,3,Neutral,Lynn Miller,No
844279,60134,Music Band,Cultural,Monthly,2.81,Positive,Amy Harmon,No
401194,57069,Drama Club,Extracurricular,Monthly,1.58,Neutral,Mrs. Misty Sweeney,No
804113,57069,Music Band,Cultural,Daily,2.38,Negative,Jeffrey Rodriguez,No
173498,57069,Athletics,Sports,Weekly,2.3,Positive,Kelly Phillips,No
716751,57069,Volleyball,Sports,Daily,1.49,Positive,Kathy Curry,Yes
694200,72873,Science Practical Sessions,Academic,Bi-weekly,2.99,Positive,Angela Hernandez,No
346961,72873,Drama Club,Extracurricular,Weekly,1.88,Positive,Melissa Martinez,Yes
723313,81371,Cultural Day Rehearsals,Cultural,Daily,2.78,Positive,Eric Brewer,No
927813,81371,Scrabble,Sports,Weekly,2.17,Negative,Kevin Allen,No
902179,81371,Social Events Planning,Extracurricular,Daily,1.01,Negative,Steven Morrison,No
646706,73527,Debate Club,Academic,Bi-weekly,2.14,Positive,Daniel Morse,No
269360,73527,Social Events Planning,Extracurricular,Bi-weekly,1.12,Negative,Sarah Lozano,Yes
673186,73527,Music Band,Cultural,Daily,1.07,Neutral,Christopher Brown,No
744906,73527,Scrabble,Sports,Bi-weekly,2.69,Neutral,Maurice Ramirez,Yes
420680,73527,Science Practical Sessions,Academic,Monthly,1.63,Positive,Jean Clark,No
790889,55093,Social Events Planning,Extracurricular,Weekly,2.11,Neutral,Dean Scott,No
554590,55093,Social Events Planning,Extracurricular,Monthly,2.81,Negative,Latoya Wright,Yes
187108,84141,Jets Club,Academic,Bi-weekly,2.6,Negative,Travis Watson,Yes
978135,84141,Music Band,Cultural,Weekly,2.89,Neutral,Benjamin Shields,Yes
656939,84141,Traditional Dance,Cultural,Daily,2.64,Positive,Stephen Richards,No
666799,75849,Chemistry Lab Work,Academic,Weekly,2.52,Neutral,Carla Coleman,Yes
863559,52153,Science Practical Sessions,Academic,Bi-weekly,1.92,Neutral,Jennifer Johnson,No
789097,52153,Chemistry Lab Work,Academic,Monthly,1.94,Neutral,Carrie Hernandez,No
489480,52153,Music Band,Cultural,Daily,1.23,Negative,David Richards,No
844817,52153,Jets Club,Academic,Bi-weekly,1.6,Neutral,Frank Baker,Yes
815499,52153,Drama Club,Extracurricular,Weekly,1.56,Negative,Heidi Smith,Yes
183852,60905,Science Practical Sessions,Academic,Weekly,2.11,Positive,Joshua Garcia,No
958351,45446,Drama Club,Extracurricular,Monthly,1.53,Neutral,Angelica Avila,No
325016,33568,Press Club,Extracurricular,Daily,1.49,Positive,Diana Brown,Yes
604267,33568,Quiz Competition,Extracurricular,Daily,1.99,Negative,Jorge Carter,No
390873,33568,Cultural Day Rehearsals,Cultural,Daily,1.88,Negative,Daniel Howard,No
389094,33568,Music Band,Cultural,Daily,1.45,Negative,Melanie Frey,Yes
895379,13416,Press Club,Extracurricular,Bi-weekly,1.27,Neutral,Matthew Lutz,Yes
563042,51795,Scrabble,Sports,Monthly,1.64,Negative,Crystal Davidson,Yes
105307,51795,Football,Sports,Bi-weekly,1.45,Negative,George Joyce,Yes
981876,88265,Quiz Competition,Extracurricular,Weekly,1.41,Positive,Jenna West,No
194758,88265,Music Band,Cultural,Monthly,2.82,Neutral,Jacqueline Elliott,No
541139,88265,Traditional Dance,Cultural,Bi-weekly,2.76,Positive,William Orozco,No
470310,88265,Chess,Sports,Daily,1.22,Positive,Michael Davis,No
559854,88265,Quiz Competition,Extracurricular,Bi-weekly,2.06,Negative,Justin King,Yes
180258,38707,Science Practical Sessions,Academic,Bi-weekly,2.05,Negative,Jessica Macdonald,No
603494,13840,Debate Club,Academic,Weekly,2.58,Negative,Elizabeth Webb,Yes
981678,13840,Athletics,Sports,Weekly,1.74,Positive,Warren Ochoa,Yes
231609,13840,Traditional Dance,Cultural,Monthly,1.74,Positive,Victoria Vazquez,Yes
397822,13840,Music Band,Cultural,Bi-weekly,1.08,Negative,Tracy Elliott,No
840483,46822,Football,Sports,Weekly,2.99,Positive,Angela Campbell,No
404710,46822,Chemistry Lab Work,Academic,Daily,1.7,Neutral,Annette Stanley,No
919810,17679,Jets Club,Academic,Monthly,2.02,Negative,Scott Johnson,No
440945,17679,Social Events Planning,Extracurricular,Daily,1.6,Positive,Kelly Morton,No
114213,17679,Mathematics Competitions,Academic,Bi-weekly,1.05,Negative,Lisa Hammond,Yes
119931,17679,Debate Club,Academic,Weekly,2.05,Positive,Sheri Hodges,Yes
517202,17679,Mathematics Competitions,Academic,Daily,2.22,Neutral,Melissa Garza,Yes
760018,71824,Volleyball,Sports,Bi-weekly,2.42,Positive,Leslie Leon,Yes
546645,71824,Science Practical Sessions,Academic,Monthly,1.57,Negative,Kenneth Miller,No
205594,71824,Social Events Planning,Extracurricular,Weekly,2.86,Negative,Stephen Johnson,No
987513,71824,Science Practical Sessions,Academic,Monthly,2.83,Negative,Kelly Stone,No
180210,79393,Chemistry Lab Work,Academic,Monthly,2.19,Neutral,Terry Benson,No
814273,79393,Social Events Planning,Extracurricular,Bi-weekly,1.27,Positive,Ryan Jones,No
436121,79393,Cultural Day Rehearsals,Cultural,Bi-weekly,2.64,Neutral,Anthony Johnston,No
551059,56849,Cultural Day Rehearsals,Cultural,Daily,1.15,Positive,Robert Payne,Yes
445881,86544,Chess,Sports,Weekly,2.42,Negative,Jeffery Thompson,Yes
311085,86544,Drama Club,Extracurricular,Daily,2.44,Positive,Wendy Gallegos,No
253043,86544,Traditional Dance,Cultural,Weekly,2.08,Neutral,Holly Salazar,No
947582,86544,Traditional Dance,Cultural,Bi-weekly,2.3,Negative,Sergio Rogers,No
402461,40508,Jets Club,Academic,Monthly,1.99,Negative,Angela Richardson,Yes
119004,30922,Traditional Dance,Cultural,Bi-weekly,1.98,Neutral,Richard Grant,Yes
193787,30922,Music Band,Cultural,Daily,1.21,Neutral,Juan Davis,No
499004,23124,Music Band,Cultural,Daily,1.07,Negative,Patricia Henry,No
985047,23124,Drama Club,Extracurricular,Daily,2.9,Positive,Christina Dixon,Yes
158320,23124,Music Band,Cultural,Monthly,1.04,Neutral,Erica Wolfe,No
744677,42487,Social Events Planning,Extracurricular,Bi-weekly,2.89,Negative,Sharon Chavez,Yes
580273,42487,Basketball,Sports,Weekly,2.36,Neutral,Melissa James,No
431835,42487,Mathematics Competitions,Academic,Bi-weekly,1.67,Neutral,Charles Davis,No
919749,42487,Traditional Dance,Cultural,Bi-weekly,1.02,Negative,Paige Mitchell,Yes
293305,42487,Quiz Competition,Extracurricular,Monthly,1.69,Neutral,Kristin Austin,Yes
916978,96096,Science Practical Sessions,Academic,Bi-weekly,1.65,Neutral,Leah Cooper,Yes
199708,96096,Mathematics Competitions,Academic,Monthly,1.28,Positive,Robin Reid,No
741461,96096,Science Practical Sessions,Academic,Bi-weekly,1.95,Positive,Julie Williams,Yes
542951,96096,Quiz Competition,Extracurricular,Daily,2.51,Negative,Ebony Jones,Yes
252937,96096,Music Band,Cultural,Weekly,2.73,Positive,Devin Mccoy,No
165030,41608,Science Practical Sessions,Academic,Monthly,1.35,Negative,Joseph Wallace,Yes
662078,41608,Social Events Planning,Extracurricular,Daily,1.1,Neutral,Tina Williams,Yes
663348,41608,Quiz Competition,Extracurricular,Monthly,2.4,Negative,Edward Marshall,No
964459,44934,Scrabble,Sports,Daily,1.12,Positive,Aaron Foster,Yes
833084,79951,Drama Club,Extracurricular,Daily,2.6,Negative,Nancy Henderson,Yes
690613,17328,Jets Club,Academic,Daily,2.78,Positive,Brittany Norman,No
695420,17328,Social Events Planning,Extracurricular,Bi-weekly,1.05,Neutral,Michelle Harris,Yes
546519,17328,Volleyball,Sports,Daily,1.8,Negative,Scott Ramsey,No
676468,17328,Drama Club,Extracurricular,Bi-weekly,2.46,Positive,Christina Baldwin,Yes
235702,38758,Music Band,Cultural,Monthly,2.05,Negative,Chad Maddox,No
553499,85457,Chemistry Lab Work,Academic,Weekly,2.15,Negative,Jacob Hill,Yes
710187,85457,Social Events Planning,Extracurricular,Weekly,2.89,Negative,Helen Ray,Yes
324281,85457,Quiz Competition,Extracurricular,Monthly,1.34,Neutral,Cynthia Morris,Yes
353493,85457,Chess,Sports,Monthly,2.76,Positive,David Mcgrath,No
966144,60911,Quiz Competition,Extracurricular,Bi-weekly,1.38,Positive,Amy Hunter,Yes
837436,60911,Quiz Competition,Extracurricular,Monthly,1.96,Positive,April Morales,No
960333,60911,Mathematics Competitions,Academic,Weekly,2.24,Neutral,David Martinez,No
563611,56504,Music Band,Cultural,Bi-weekly,1.05,Positive,Amber Hahn,No
822575,56504,Traditional Dance,Cultural,Monthly,2.72,Positive,Chase Evans,Yes
855106,56504,Traditional Dance,Cultural,Daily,2.42,Negative,Angela Silva,No
173724,56504,Athletics,Sports,Daily,2.5,Negative,Travis Woodward,Yes
573936,32768,Volleyball,Sports,Monthly,2.32,Negative,Kelly Ayers,No
137449,32768,Basketball,Sports,Monthly,1.18,Negative,Thomas Thomas,No
274693,33081,Science Practical Sessions,Academic,Daily,2.54,Neutral,Kerry Medina,Yes
844922,33081,Social Events Planning,Extracurricular,Monthly,2.13,Positive,Daniel Ramos,No
935312,33081,Science Practical Sessions,Academic,Monthly,1.45,Neutral,Randall Pugh MD,Yes
140916,33081,Cultural Day Rehearsals,Cultural,Weekly,1.36,Negative,Emily Jackson,Yes
880360,33081,Chemistry Lab Work,Academic,Monthly,1.61,Negative,Christopher Adams,Yes
360797,41005,Chemistry Lab Work,Academic,Bi-weekly,1.02,Neutral,Thomas Martinez,Yes
701376,41005,Press Club,Extracurricular,Bi-weekly,2.54,Negative,Charles Smith,No
325233,41005,Quiz Competition,Extracurricular,Weekly,1.95,Negative,Kaitlyn Castaneda PhD,No
137262,41005,Cultural Day Rehearsals,Cultural,Monthly,1.48,Positive,Yvonne Peterson,Yes
913587,87662,Social Events Planning,Extracurricular,Monthly,2.7,Negative,Deborah Crawford,No
931958,51681,Traditional Dance,Cultural,Weekly,2.69,Neutral,Cindy Holt,Yes
639048,51681,Chess,Sports,Bi-weekly,2.54,Negative,Terry Brown,Yes
914094,51681,Mathematics Competitions,Academic,Daily,1.22,Positive,Allen Bryant,No
416426,57026,Drama Club,Extracurricular,Weekly,1.17,Neutral,Rachel May,No
143940,57026,Scrabble,Sports,Bi-weekly,2.18,Positive,Nicole Parker,Yes
126120,57026,Social Events Planning,Extracurricular,Daily,1.21,Positive,Rachel Anderson,No
618071,57026,Athletics,Sports,Bi-weekly,2.35,Neutral,Melissa George,No
948600,87537,Music Band,Cultural,Weekly,1.11,Positive,Kelly Kidd,No
201519,87537,Scrabble,Sports,Daily,1.34,Positive,Katherine Hunter,No
812839,87537,Music Band,Cultural,Daily,1.02,Positive,Elizabeth Rios,No
370821,87537,Debate Club,Academic,Monthly,2.74,Neutral,Brooke Lee,No
929317,87537,Social Events Planning,Extracurricular,Bi-weekly,1.76,Negative,Tracy King,Yes
956334,13697,Science Practical Sessions,Academic,Monthly,1.56,Neutral,Eric Ramirez,Yes
584184,13697,Quiz Competition,Extracurricular,Weekly,2.97,Neutral,Michael Bridges,No
834416,13697,Social Events Planning,Extracurricular,Daily,1.8,Negative,Eileen Hughes,No
954541,13697,Scrabble,Sports,Weekly,2.61,Neutral,Kimberly Owen,Yes
156036,56095,Press Club,Extracurricular,Weekly,2.46,Neutral,Jennifer Leon,No
257422,84403,Science Practical Sessions,Academic,Daily,1.22,Positive,Alexander Jones,Yes
800893,84403,Athletics,Sports,Monthly,1.7,Positive,Brian Mcbride,No
383624,84403,Science Practical Sessions,Academic,Weekly,2.18,Negative,Wendy Bass,Yes
210194,84403,Science Practical Sessions,Academic,Daily,2.93,Neutral,Jason Bryant,Yes
